From Account,To Account,Amount
651574,984276,754
468689,937238,583
188514,769353,630
705475,1033676,52
952032,594285,980
703915,201441,43
745828,140259,333
1053736,1091862,51
270245,848373,791
218296,296491,218
110423,629831,836
690588,676464,428
773148,407481,895
915529,1046107,182
409749,995140,598
191714,441717,327
985410,465739,89
443136,714292,270
698135,968213,747
602738,769278,189
507127,403259,543
371523,813674,72
460030,619761,852
593913,1001806,338
856268,260282,698
599111,665753,874
865396,1039096,728
543543,820695,547
725760,170900,509
681853,617817,238
1096760,669122,509
769531,640926,866
746962,531793,654
774307,1020278,119
822463,959757,547
697989,604930,782
517048,796271,859
739634,451140,587
967934,228426,168
679425,789858,254
506358,836550,607
710504,883735,894
443853,897037,442
747365,717029,78
600146,792256,663
761017,969815,565
415086,834711,475
812078,404571,70
571308,1065980,55
951070,819258,946
292468,754442,972
1094852,808201,672
379314,1036295,761
669250,581652,152
103687,132657,537
118767,918603,306
735161,697599,521
423566,1076752,344
292875,854898,262
400829,232475,419
580463,617869,842
792216,590794,712
1029673,248409,448
1080571,1016118,180
740021,336133,526
151732,323133,410
372782,436745,422
340053,632294,369
267089,291940,637
287519,300575,202
502681,225226,72
500179,859299,743
925065,980653,859
249996,330004,872
1049785,783858,243
778617,192795,512
636116,366249,860
769686,302791,739
251642,339450,40
1013954,504985,571
765874,275394,647
653065,681821,532
956105,137190,77
540544,609802,753
309987,1004100,811
815317,237900,559
730325,830487,277
229532,318755,952
719549,778552,456
397783,937616,207
725694,294841,614
292718,969702,185
359902,933093,1000
348430,911941,770
967507,515341,936
510145,553164,318
856905,622381,476
781343,252119,354
1085628,327771,816
991149,344646,904
231382,816776,358
401230,1031455,204
764223,543102,309
540633,1084900,400
316169,409064,227
925250,681552,733
951206,740051,742
312661,592351,737
333324,163377,177
737211,209879,321
277509,1074631,538
966488,353466,337
619713,853723,904
1086939,886921,914
1097122,1031940,774
1032548,424971,303
1092151,901167,662
1052247,313086,824
373366,461824,61
616891,498528,858
494148,125219,723
1008896,591363,914
205656,876010,341
937860,1023110,896
424571,368027,241
1093562,930101,14
469314,747514,562
823304,502572,204
1010749,1007493,108
549633,190705,96
424308,862173,757
417099,473964,497
138419,176856,712
720474,796591,12
456061,467202,21
572560,1037169,639
977379,346225,985
505701,1056694,272
149280,219915,790
660533,435581,366
550312,371283,69
1042950,428787,406
922331,912411,842
764974,333962,836
160580,843649,87
139890,375723,417
164491,701761,775
193194,506969,626
367064,909826,282
959780,894423,551
818228,964807,78
265544,145936,211
775036,555642,417
443237,1002711,770
237862,609569,335
394557,229509,698
336049,477224,680
1044089,240006,641
369218,283645,48
276876,457248,669
461947,1083720,151
1095796,602869,488
248418,300139,566
865833,419109,837
1006228,253071,226
1051616,259196,520
319518,190322,462
111667,837463,61
522307,681285,307
1065746,611378,260
997428,151864,803
328532,362368,320
405843,236235,26
1029776,500293,577
211400,540051,574
807232,232534,745
837479,793778,123
270121,569005,657
929233,921976,656
462031,644416,983
259507,722428,138
428698,484227,636
486812,665095,154
810432,1028799,357
812814,656058,289
1007584,269494,62
560243,557178,675
852947,801136,787
118252,370634,484
590823,395941,496
1024286,620785,714
170250,361142,402
483247,616756,623
1034581,515601,402
659986,897635,931
386116,938045,457
678052,922153,481
782908,715441,553
748016,444074,594
116030,173537,805
1032340,912224,828
414947,321072,21
319852,466355,546
885424,507061,223
770169,900309,934
1070520,722684,889
1010967,194314,120
534281,259369,431
1033240,241768,43
713692,1096893,887
234623,1022470,247
722767,1031692,113
1054837,345878,694
173203,889069,130
316858,453854,374
919902,898871,249
656169,694175,858
165582,1014094,907
630026,215120,761
658115,629587,245
252375,118460,28
480927,256702,29
510819,768689,254
438589,720185,251
411718,492868,556
548161,736815,980
840209,557919,627
941720,404671,388
979857,923747,100
222089,252795,136
434109,468103,118
1069486,365915,346
287298,239998,885
625334,739036,22
376086,613339,839
1058820,292969,996
200837,651055,16
382936,644546,72
965525,814812,206
473349,591503,122
478592,846624,231
287591,360389,259
545953,196615,754
822054,440584,130
725064,595790,125
301675,241090,421
705050,1080039,940
480351,772102,246
950326,229797,840
505996,363977,679
307322,795008,79
109705,164665,131
474400,540987,910
546750,572860,817
641693,184923,959
710177,881269,483
443884,535475,773
932243,615932,69
356970,846075,72
513825,463288,145
339590,997112,360
637796,907974,953
365970,640931,601
479230,619346,109
725498,809243,54
201381,152675,220
798910,1072650,458
351627,479909,74
646629,266962,377
433165,700035,847
352526,678245,41
841393,727124,442
832846,395606,799
916391,182899,552
100164,687830,627
754640,409217,129
914969,505696,523
262464,795181,995
575815,135295,499
454974,359543,557
266980,262728,610
293429,426709,768
804684,979365,633
910689,1002415,417
757234,478018,877
381152,754380,511
801304,999819,652
438899,833655,413
1046668,750591,158
347687,441765,946
110121,1010260,303
704539,665908,170
511919,545637,773
1034025,311613,369
274875,867100,164
496747,1070352,303
162472,1098995,885
928846,134511,86
698414,886621,816
404035,435576,750
694148,677308,856
669490,251692,706
883790,262273,281
869192,589509,232
166059,329478,704
918646,908017,601
691507,242769,253
962377,601411,156
744533,360455,470
946156,145754,108
932111,989632,231
511287,939799,468
1001820,332740,451
598053,1001245,728
284750,893916,988
1007111,760641,136
964601,116238,894
661536,847833,840
765088,175003,281
1082607,274633,795
529746,376290,20
526361,932116,279
682139,300550,387
910401,801535,124
830136,669093,297
817715,947020,648
562948,142285,299
665520,660131,264
140983,139842,497
464396,1073005,496
706740,701999,627
326502,954285,312
968078,652392,808
295524,971945,145
620576,426764,295
685959,279021,22
444294,854956,848
598642,972845,581
638842,442129,686
299596,281434,459
267622,579327,550
130188,317495,867
499196,968775,303
224647,800368,136
967053,836692,496
393336,489356,192
756555,620161,164
978871,434683,19
402145,927002,728
453083,210320,103
336640,598952,74
193103,1001402,853
684651,295641,601
813317,844343,853
359242,425325,932
160529,463013,720
498125,978420,350
395615,281184,41
100152,423762,717
243018,548823,33
490643,103107,216
407867,614345,919
319772,801373,536
294641,586959,810
1041391,455315,577
890047,501349,107
835345,824675,195
473577,542040,918
145289,379267,248
303542,927569,649
938021,199989,779
243159,410130,313
518074,321349,227
145339,792046,996
981211,514993,883
181353,702288,309
388001,265014,837
298186,755920,519
1070864,957360,808
854189,204201,98
393110,211106,782
226093,392988,949
289541,1083407,464
682834,698003,951
199747,417185,573
516040,161273,985
525188,239844,304
263110,789489,684
925850,490831,677
147913,542565,326
534244,1097096,274
1002292,387830,604
616938,1010804,171
246136,920559,260
695856,127555,865
1049696,518507,342
564627,909688,245
615327,994572,240
823661,695712,388
566890,1051475,570
746400,597321,887
1080222,1094091,112
948737,853335,413
252517,823734,417
310139,424020,667
786454,343275,827
763575,556889,108
1075993,880963,950
627396,975460,398
156279,672980,77
312295,692100,163
475108,654806,19
267587,155875,310
721713,204906,614
388411,296811,486
454129,532130,371
527493,706292,504
655420,914437,824
209173,637768,226
812763,126321,942
137611,274738,882
683980,371142,966
953620,329929,425
287722,937294,886
1065253,654095,467
779613,485771,923
1071614,879229,507
275375,119948,394
421478,1010644,666
624927,877707,461
760896,791521,858
503495,273385,633
375672,966393,738
150342,958341,173
397273,772948,650
276337,197587,11
691735,580648,874
477753,390235,419
260893,862683,368
741076,1037587,450
895523,213276,984
874268,514564,837
192350,117273,899
352090,417999,311
474454,113688,431
146244,568293,109
453038,1049560,374
656106,1081586,784
560286,380303,563
442047,648073,205
653575,576757,331
989902,762479,34
158412,560535,290
122053,213359,427
1095828,538355,369
484969,156074,620
519986,534418,754
871304,317834,98
765585,1001446,413
912986,433472,846
521684,820962,50
223516,624142,290
1090838,298113,194
856059,628838,301
786108,669902,148
501450,267053,535
462777,1048135,809
474552,798197,859
504889,269246,326
231423,995177,27
874202,635155,753
138198,964878,63
524521,407000,970
195284,100683,255
806528,574989,895
487881,291360,623
492410,811070,28
148417,841530,232
181609,1032626,327
500344,652367,285
373049,140078,522
834092,422319,457
257832,856070,478
573785,552695,823
1054858,248380,657
618320,876749,33
810864,1060512,89
745068,185943,334
372989,823799,862
162132,1030934,129
315317,312794,408
607645,266833,647
718345,139422,920
709809,610944,823
344634,308060,768
1014146,856342,707
558489,681285,424
878087,989038,734
885102,209165,87
152374,798184,309
729804,469137,461
795397,608194,702
815736,508318,733
863258,1032575,55
457475,292437,267
986043,759383,149
137626,183482,161
108718,260693,757
863707,681104,928
223366,162453,47
1049721,489749,923
860824,860997,744
578179,598028,198
722399,908133,366
836483,1060952,888
362041,100759,920
405103,234653,940
436296,992972,837
168243,171694,187
122735,226528,54
178033,569851,349
206941,303580,150
653239,560119,588
321716,351500,721
362545,192645,103
840699,575566,775
491641,871695,940
977497,153158,36
627387,153435,283
692695,333747,536
515907,605314,169
197160,830519,251
870718,194526,563
692518,842449,215
706563,400214,423
482396,856306,659
105437,828623,556
557357,136083,554
1079735,202429,577
110086,969721,429
641446,904395,21
736045,259425,250
190506,761245,56
243333,673889,548
845351,226215,535
582708,733974,892
540773,193606,761
385642,474713,815
874280,298933,676
200202,156887,896
851562,208568,32
452463,271761,884
1027451,469018,673
478655,927433,450
965026,946391,695
595675,1077437,951
269816,746322,254
560278,120355,108
753311,467252,177
288124,837313,552
970317,940938,366
598168,568938,167
244164,304257,275
505224,393071,505
125370,717664,58
285376,897923,13
107145,185689,676
512792,924340,487
935586,876546,531
661766,657451,352
404643,1033201,833
246283,608090,894
894149,828073,937
502162,1053770,490
644872,245031,136
506428,129198,253
615442,533626,572
918599,727982,608
192537,1052717,606
850472,352394,730
349793,678848,251
172274,843227,167
582369,485851,259
187879,867894,870
429255,498960,703
793110,1057991,356
423234,749655,273
230925,258928,22
134602,305345,606
866397,817388,863
530744,631785,707
137382,501075,649
685500,513295,861
783973,189950,225
266813,999911,659
231635,270428,648
145324,608980,639
346989,179268,659
722644,741633,327
685131,276880,472
139903,833386,444
812002,489739,762
314346,792115,703
485498,279618,286
1042149,675113,150
955858,893501,892
1043807,261966,283
206584,548409,971
848495,247168,749
622517,993688,39
863403,685097,27
456111,247926,744
1051270,205435,290
877595,1097411,948
380580,387505,77
364436,151260,718
655487,537433,905
249214,572484,85
832356,931474,333
914376,477041,146
225747,504399,382
1007533,844756,609
148111,1076425,807
644563,652425,847
683699,484582,981
482970,110107,347
348283,605136,638
513604,675210,411
514495,532213,90
173513,1045823,696
443057,812204,609
720113,175954,681
224287,833283,500
825630,602591,901
739737,584031,421
174095,756158,426
382066,148036,556
842185,127462,994
529978,920174,925
956533,1044876,651
965803,205495,848
578457,397570,369
604647,167638,730
473915,1070441,260
265796,257185,82
622050,520316,616
886910,217687,876
721585,358541,819
911186,291249,704
360852,695018,968
600082,123877,857
101446,453131,763
882815,816376,223
620962,255880,254
226097,315248,937
212351,200813,90
350430,435979,958
783571,235437,300
425161,303831,737
664025,308548,267
851233,921919,901
686449,108577,58
287020,279222,740
197317,376903,671
841710,452681,688
239572,712851,119
872570,832592,475
464518,711705,670
377688,773880,840
1045395,245360,784
627750,720163,115
826032,293173,465
473202,256537,555
280846,242967,637
683994,1043151,146
653255,927278,392
606853,143791,333
743331,929074,141
972796,291626,717
752059,198552,780
654442,858899,406
867635,696231,139
907418,383788,14
291781,1064395,672
1006010,836790,304
848407,812979,456
1067435,876602,478
635559,594446,35
724139,420153,865
1005421,224032,416
199731,255193,874
675085,885336,648
628605,637999,583
1011457,790101,332
1016913,219833,410
611075,808698,701
611226,113015,929
950818,1079123,174
410908,376227,932
454298,793057,344
655299,725313,377
425675,776455,572
1065071,289737,892
690404,242560,371
614959,933283,980
596978,617475,707
325903,341233,649
919761,226707,535
251382,373984,375
1082105,344527,518
928682,720837,29
1008749,761926,371
704371,439741,884
704695,343845,196
466632,678786,63
759615,292349,570
830577,435080,695
909353,355458,246
378118,577091,896
704967,736437,1000
644739,372974,968
994882,466207,487
464198,306417,111
839195,898768,719
167295,280576,624
1079381,464135,595
690347,853010,586
682216,470327,440
115596,824459,621
243363,463755,516
939720,522676,456
457865,817888,749
765408,801242,985
726286,335897,971
798497,794300,982
170574,705719,982
774286,1035153,299
1061984,730482,431
1056914,481943,671
385364,796194,703
831364,320368,892
924609,334594,110
1005204,889220,277
371395,547045,275
853018,291305,419
585916,460434,227
379942,493188,262
480625,329708,970
531278,416487,139
1037364,281504,263
746001,698151,549
113498,1036144,430
516244,461797,897
500400,831064,804
577292,841213,842
549185,849657,224
215891,965551,893
736584,661924,745
948359,822366,891
889519,637898,711
786675,757823,952
361459,978279,241
221196,836574,851
251086,678563,100
1067161,916287,698
587255,527823,302
539144,476953,370
618985,1080936,757
969852,536672,879
415477,924176,789
1038127,182750,743
666699,143591,994
787161,702940,585
616342,324533,91
885574,237955,373
923706,252800,395
461387,316821,46
393374,683032,871
1036994,1041550,950
611543,267366,633
693118,1083537,972
